"1","11","1101","11001","Porto Velho"
"1","11","1101","11002","Guajará-Mirim"
"1","11","1102","11003","Ariquemes"
"1","11","1102","11004","Ji-Paraná"
"1","11","1102","11005","Alvorada D'Oeste"
"1","11","1102","11006","Cacoal"
"1","11","1102","11007","Vilhena"
"1","11","1102","11008","Colorado do Oeste"
"1","12","1201","12001","Cruzeiro do Sul"
"1","12","1201","12002","Tarauacá"
"1","12","1202","12003","Sena Madureira"
"1","12","1202","12004","Rio Branco"
"1","12","1202","12005","Brasiléia"
"1","13","1301","13001","Rio Negro"
"1","13","1301","13002","Japurá"
"1","13","1302","13003","Alto Solimões"
"1","13","1302","13004","Juruá"
"1","13","1303","13005","Tefé"
"1","13","1303","13006","Coari"
"1","13","1303","13007","Manaus"
"1","13","1303","13008","Rio Preto da Eva"
"1","13","1303","13009","Itacoatiara"
"1","13","1303","13010","Parintins"
"1","13","1304","13011","Boca do Acre"
"1","13","1304","13012","Purus"
"1","13","1304","13013","Madeira"
"1","14","1401","14001","Boa Vista"
"1","14","1401","14002","Nordeste de Roraima"
"1","14","1402","14003","Caracaraí"
"1","14","1402","14004","Sudeste de Roraima"
"1","15","1501","15001","Óbidos"
"1","15","1501","15002","Santarém"
"1","15","1501","15003","Almeirim"
"1","15","1502","15004","Portel"
"1","15","1502","15005","Furos de Breves"
"1","15","1502","15006","Arari"
"1","15","1503","15007","Belém"
"1","15","1503","15008","Castanhal"
"1","15","1504","15009","Salgado"
"1","15","1504","15010","Bragantina"
"1","15","1504","15011","Cametá"
"1","15","1504","15012","Tomé-Açu"
"1","15","1504","15013","Guamá"
"1","15","1505","15014","Itaituba"
"1","15","1505","15015","Altamira"
"1","15","1506","15016","Tucuruí"
"1","15","1506","15017","Paragominas"
"1","15","1506","15018","São Félix do Xingu"
"1","15","1506","15019","Parauapebas"
"1","15","1506","15020","Marabá"
"1","15","1506","15021","Redenção"
"1","15","1506","15022","Conceição do Araguaia"
"1","16","1601","16001","Oiapoque"
"1","16","1601","16002","Amapá"
"1","16","1602","16003","Macapá"
"1","16","1602","16004","Mazagão"
"1","17","1701","17001","Bico do Papagaio"
"1","17","1701","17002","Araguaína"
"1","17","1701","17003","Miracema do Tocantins"
"1","17","1701","17004","Rio Formoso"
"1","17","1701","17005","Gurupi"
"1","17","1702","17006","Porto Nacional"
"1","17","1702","17007","Jalapão"
"1","17","1702","17008","Dianópolis"
"2","21","2101","21001","Litoral Ocidental Maranhense"
"2","21","2101","21002","Aglomeração Urbana de São Luís"
"2","21","2101","21003","Rosário"
"2","21","2101","21004","Lençois Maranhenses"
"2","21","2101","21005","Baixada Maranhense"
"2","21","2101","21006","Itapecuru Mirim"
"2","21","2102","21007","Gurupi"
"2","21","2102","21008","Pindaré"
"2","21","2102","21009","Imperatriz"
"2","21","2103","21010","Médio Mearim"
"2","21","2103","21011","Alto Mearim e Grajaú"
"2","21","2103","21012","Presidente Dutra"
"2","21","2104","21013","Baixo Parnaíba Maranhense"
"2","21","2104","21014","Chapadinha"
"2","21","2104","21015","Codó"
"2","21","2104","21016","Coelho Neto"
"2","21","2104","21017","Caxias"
"2","21","2104","21018","Chapadas do Alto Itapecuru"
"2","21","2105","21019","Porto Franco"
"2","21","2105","21020","Gerais de Balsas"
"2","21","2105","21021","Chapadas das Mangabeiras"
"2","22","2201","22001","Baixo Parnaíba Piauiense"
"2","22","2201","22002","Litoral Piauiense"
"2","22","2202","22003","Teresina"
"2","22","2202","22004","Campo Maior"
"2","22","2202","22005","Médio Parnaíba Piauiense"
"2","22","2202","22006","Valença do Piauí"
"2","22","2203","22007","Alto Parnaíba Piauiense"
"2","22","2203","22008","Bertolínia"
"2","22","2203","22009","Floriano"
"2","22","2203","22010","Alto Médio Gurguéia"
"2","22","2203","22011","São Raimundo Nonato"
"2","22","2203","22012","Chapadas do Extremo Sul Piauiense"
"2","22","2204","22013","Picos"
"2","22","2204","22014","Pio IX"
"2","22","2204","22015","Alto Médio Canindé"
"2","23","2301","23001","Litoral de Camocim e Acaraú"
"2","23","2301","23002","Ibiapaba"
"2","23","2301","23003","Coreaú"
"2","23","2301","23004","Meruoca"
"2","23","2301","23005","Sobral"
"2","23","2301","23006","Ipu"
"2","23","2301","23007","Santa Quitéria"
"2","23","2302","23008","Itapipoca"
"2","23","2302","23009","Baixo Curu"
"2","23","2302","23010","Uruburetama"
"2","23","2302","23011","Médio Curu"
"2","23","2302","23012","Canindé"
"2","23","2302","23013","Baturité"
"2","23","2302","23014","Chorozinho"
"2","23","2302","23015","Cascavel"
"2","23","2303","23016","Fortaleza"
"2","23","2303","23017","Pacajus"
"2","23","2304","23018","Sertão de Cratéus"
"2","23","2304","23019","Sertão de Quixeramobim"
"2","23","2304","23020","Sertão de Inhamuns"
"2","23","2304","23021","Sertão de Senador Pompeu"
"2","23","2305","23022","Litoral de Aracati"
"2","23","2305","23023","Baixo Jaguaribe"
"2","23","2305","23024","Médio Jaguaribe"
"2","23","2305","23025","Serra do Pereiro"
"2","23","2306","23026","Iguatu"
"2","23","2306","23027","Várzea Alegre"
"2","23","2306","23028","Lavras da Mangabeira"
"2","23","2307","23029","Chapada do Araripe"
"2","23","2307","23030","Caririaçu"
"2","23","2307","23031","Barro"
"2","23","2307","23032","Cariri"
"2","23","2307","23033","Brejo Santo"
"2","24","2401","24001","Mossoró"
"2","24","2401","24002","Chapada do Apodi"
"2","24","2401","24003","Médio Oeste"
"2","24","2401","24004","Vale do Açu"
"2","24","2401","24005","Serra de São Miguel"
"2","24","2401","24006","Pau dos Ferros"
"2","24","2401","24007","Umarizal"
"2","24","2402","24008","Macau"
"2","24","2402","24009","Angicos"
"2","24","2402","24010","Serra de Santana"
"2","24","2402","24011","Seridó Ocidental"
"2","24","2402","24012","Seridó Oriental"
"2","24","2403","24013","Baixa Verde"
"2","24","2403","24014","Borborema Potiguar"
"2","24","2403","24015","Agreste Potiguar"
"2","24","2404","24016","Litoral Nordeste"
"2","24","2404","24017","Macaíba"
"2","24","2404","24018","Natal"
"2","24","2404","24019","Litoral Sul"
"2","25","2501","25001","Catolé do Rocha"
"2","25","2501","25002","Cajazeiras"
"2","25","2501","25003","Sousa"
"2","25","2501","25004","Patos"
"2","25","2501","25005","Piancó"
"2","25","2501","25006","Itaporanga"
"2","25","2501","25007","Serra do Teixeira"
"2","25","2502","25008","Seridó Ocidental Paraibano"
"2","25","2502","25009","Seridó Oriental Paraibano"
"2","25","2502","25010","Cariri Ocidental"
"2","25","2502","25011","Cariri Oriental"
"2","25","2503","25012","Curimataú Ocidental"
"2","25","2503","25013","Curimataú Oriental"
"2","25","2503","25014","Esperança"
"2","25","2503","25015","Brejo Paraibano"
